Id,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Functional,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,SalePrice
1113,3,1,0,3,0,0,0,12,2,2,0,2,5,1957,1957,1,0,14,15,3,4,1,3,3,3,2,708,5,816,1,4,1,0,816,0,816,1,3,5,6,5,1957.0,2,1,308,4,4,2,8,4,129900
1114,3,1,3,3,0,4,0,12,2,2,0,2,5,1953,2006,1,0,13,14,3,4,1,3,3,3,1,643,5,1008,1,2,1,4,1008,0,1008,1,2,6,6,1,1953.0,2,1,240,4,4,2,8,4,134500
1115,3,1,3,3,0,4,0,17,2,2,0,2,5,1954,2000,1,0,8,8,3,2,1,3,3,3,4,415,5,833,1,0,1,4,833,0,833,1,2,4,6,5,1955.0,2,1,326,4,4,2,8,4,117000
1116,3,1,3,3,0,4,0,16,2,2,0,2,8,2007,2007,3,0,12,13,2,4,2,0,3,3,2,1004,5,1734,1,0,1,4,1734,0,1734,2,0,7,6,1,2007.0,1,3,928,4,4,2,6,5,318000
1117,3,1,3,3,0,4,0,8,2,2,0,7,8,2002,2002,3,0,12,13,2,4,2,2,3,3,2,353,5,408,1,0,1,4,779,640,1419,2,2,7,6,3,2002.0,0,2,527,4,4,2,8,4,184100
1118,3,1,0,3,0,2,0,19,1,2,0,2,5,1967,2003,1,0,12,13,3,4,1,3,3,3,1,702,5,894,1,0,1,4,894,0,894,1,2,5,6,1,1967.0,1,2,450,4,4,2,8,4,130000
1119,3,1,3,3,0,4,0,19,2,2,0,7,5,1958,1987,1,0,8,8,3,2,1,3,3,3,5,0,5,533,1,4,1,4,1021,580,1601,1,3,6,3,3,1958.0,1,1,300,4,4,2,8,4,140000
1120,3,1,3,3,0,4,0,12,2,2,0,2,5,1959,1959,1,0,3,14,3,4,1,3,3,3,3,369,5,1040,1,4,1,0,1040,0,1040,1,3,6,6,1,1959.0,1,1,286,4,4,2,8,4,133700
1121,4,1,3,0,0,4,1,9,2,2,0,2,6,1920,1950,1,0,3,3,3,4,0,3,3,3,5,0,5,1012,1,4,1,0,1012,0,1012,1,3,6,6,5,1920.0,2,1,308,4,4,2,8,4,118400
1122,3,1,3,3,0,4,0,5,2,2,0,2,7,2005,2006,1,0,12,13,2,4,2,2,3,0,2,24,5,1552,1,0,1,4,1552,0,1552,2,2,7,6,1,2005.0,1,3,782,4,4,2,6,5,212900
1123,3,1,0,3,0,0,0,7,2,2,0,2,4,1956,1956,1,0,0,0,3,4,1,3,3,3,5,0,5,672,1,0,1,0,960,0,960,1,3,5,6,2,1956.0,2,1,288,4,4,2,0,0,112000
1124,3,1,3,3,0,4,0,7,2,2,0,2,5,1947,2008,3,0,12,13,3,0,1,3,3,3,5,0,5,698,1,0,1,4,698,0,698,1,3,4,6,1,1978.5061638868744,2,0,0,4,4,2,8,4,118000
1125,3,1,0,3,0,4,0,8,2,2,0,7,7,1992,1992,1,0,6,6,3,4,2,2,3,3,5,0,5,384,1,2,1,4,812,670,1482,2,2,7,6,1,1992.0,0,2,392,4,4,2,8,4,163900
1126,3,1,3,3,0,4,0,12,2,2,0,2,4,1955,1955,1,0,9,10,3,4,1,3,3,3,5,0,5,1005,1,4,1,4,1005,0,1005,1,1,5,6,5,1977.0,2,2,672,1,1,2,8,4,115000
1127,3,1,3,3,0,4,0,0,2,2,4,2,7,2007,2007,3,0,12,13,2,4,2,2,3,3,5,0,5,1373,1,0,1,4,1555,0,1555,2,2,7,6,1,2007.0,0,3,660,4,4,2,8,4,174000
1129,3,1,0,3,0,4,0,8,2,2,0,5,7,2004,2005,1,0,12,13,2,4,2,2,3,0,5,0,5,847,1,0,1,4,847,1112,1959,2,2,8,6,3,2004.0,0,2,434,4,4,2,8,4,215000
1130,4,1,3,3,0,4,0,17,2,2,2,6,5,1980,1980,1,0,8,8,3,4,1,2,3,1,2,936,5,936,1,4,1,4,936,0,936,1,3,4,6,5,1980.0,2,2,672,4,4,2,8,4,140000
1131,3,1,3,3,0,4,0,18,2,2,0,0,4,1928,1950,1,0,14,10,3,4,0,3,3,3,1,622,5,1122,1,4,1,4,1328,653,1981,2,2,7,3,5,1981.0,2,2,576,4,4,2,8,4,135000
1132,3,1,3,3,0,4,0,11,2,2,0,2,5,1991,1992,1,0,6,6,3,4,2,2,3,2,1,212,5,974,1,4,1,4,974,0,974,1,3,5,6,1,1978.5061638868744,2,0,0,4,4,2,7,0,93500
1133,4,1,3,3,0,4,0,17,2,2,0,5,6,1880,1950,1,0,13,14,3,4,0,3,3,2,5,0,5,1008,2,4,1,4,1178,1032,2210,2,1,8,6,5,1930.0,2,1,205,1,4,0,8,4,117500
1134,3,1,0,3,0,4,0,20,2,2,0,5,8,1995,1995,1,0,12,13,2,4,2,2,3,3,2,584,5,1128,1,0,1,4,1142,878,2020,2,2,8,6,1,1995.0,1,2,466,4,4,2,8,4,239500
1135,3,1,0,1,0,4,0,8,2,2,0,5,6,1997,1997,1,0,12,13,3,4,2,2,3,0,5,0,5,916,1,2,1,4,916,684,1600,2,3,7,6,1,1997.0,0,2,460,4,4,2,8,4,169000
1136,4,1,3,3,0,0,0,3,2,2,0,2,6,1926,1950,1,0,13,14,3,4,0,3,3,3,5,0,5,960,1,4,0,4,986,0,986,1,3,5,6,5,1926.0,2,1,180,4,4,2,8,4,102000
1137,3,1,3,3,0,4,0,12,2,2,0,0,6,1950,1950,1,0,12,13,3,4,1,3,3,3,1,280,5,1032,1,4,1,0,1032,220,1252,1,3,6,6,1,1950.0,2,1,288,4,4,2,8,0,119000
1138,3,1,3,3,0,4,0,19,1,2,0,0,5,1875,1996,1,0,12,13,3,2,1,3,3,3,5,0,5,780,1,2,0,4,780,240,1020,1,3,6,6,1,1978.5061638868744,2,0,0,4,4,0,8,4,94000
1139,3,1,0,3,0,4,1,11,2,2,0,2,6,1977,1977,1,0,9,7,3,4,2,3,3,1,0,1567,5,1567,1,4,1,4,1567,0,1567,2,2,5,6,1,1977.0,1,2,714,4,4,2,8,4,196000
1140,3,1,0,3,0,4,0,3,2,2,0,2,5,1920,1950,1,0,11,12,3,1,0,3,3,3,1,645,5,915,1,4,1,4,1167,0,1167,1,3,6,0,5,1972.0,2,2,495,4,4,2,8,4,144000
1141,3,1,3,3,0,0,0,12,2,2,0,2,5,1951,1951,1,0,6,6,3,4,1,3,3,2,0,852,5,952,1,4,1,4,952,0,952,1,3,4,6,5,1988.0,2,2,840,4,4,2,0,0,139000
1142,3,1,0,3,0,1,0,14,4,2,0,5,5,1976,1976,1,0,9,10,3,2,1,3,3,3,0,381,5,780,1,0,1,4,1088,780,1868,2,2,9,6,1,1976.0,2,2,484,4,4,2,8,4,197500
1144,3,1,3,3,0,4,0,19,2,2,0,2,5,1959,1959,1,0,13,10,3,4,1,3,3,3,2,288,5,1006,1,4,1,4,1006,0,1006,1,3,5,6,1,1978.5061638868744,2,0,0,4,4,2,8,4,80000
1145,3,1,3,3,0,4,0,7,2,2,1,0,4,1941,1950,1,0,8,8,3,1,0,2,3,3,1,348,5,672,3,1,0,0,672,252,924,1,1,5,6,5,1941.0,2,1,280,4,4,2,8,4,80000
1146,4,1,3,3,0,4,0,3,2,2,0,0,5,1928,1950,1,0,8,8,3,4,0,3,3,3,5,0,5,1042,1,0,1,4,1042,534,1576,1,3,8,6,5,1928.0,2,1,225,4,4,2,8,3,149000
1147,3,1,3,3,0,4,0,20,2,2,0,2,6,1985,1985,1,0,13,15,2,4,1,2,3,3,2,1258,5,1298,1,4,1,4,1298,0,1298,2,2,5,6,1,1985.0,2,2,403,4,4,2,8,4,180000
1148,3,1,3,0,0,4,0,6,2,2,0,5,7,1941,1950,1,0,8,8,3,4,1,3,3,3,4,275,5,704,1,0,1,4,860,704,1564,1,1,7,6,1,1941.0,2,1,234,4,4,2,8,4,174500
1149,4,1,3,3,0,4,0,17,2,2,0,0,7,1926,1950,1,0,13,14,3,4,2,3,3,3,5,0,5,572,1,4,1,4,572,539,1111,1,3,5,6,5,1982.0,2,1,288,4,4,2,8,4,116900
1150,4,1,3,3,0,4,0,17,0,2,0,5,7,1920,1988,3,0,12,13,3,2,2,3,3,3,0,624,5,650,1,0,1,4,832,650,1482,1,3,7,6,5,1930.0,2,2,324,4,4,2,8,4,143000
1151,3,1,0,3,0,4,0,12,2,2,0,2,6,1950,1950,1,0,3,3,3,4,1,3,3,3,5,0,5,932,1,0,1,0,932,0,932,1,2,4,6,1,1950.0,2,1,306,4,4,2,8,4,124000
1152,3,1,3,3,0,4,0,7,2,2,0,2,5,1959,1959,1,0,6,10,3,4,1,3,3,3,1,176,5,1466,1,4,1,4,1466,0,1466,1,1,6,6,1,1959.0,0,2,528,4,4,2,8,4,149900
1153,3,1,0,3,0,4,0,6,2,2,0,2,6,1956,2004,1,0,10,11,3,4,2,3,3,3,0,296,2,1073,1,0,1,4,1811,0,1811,1,0,6,6,1,1956.0,0,2,470,4,4,2,8,0,230000
1154,4,1,3,3,0,0,0,9,2,2,0,2,6,1930,2007,1,0,13,14,2,2,0,3,3,0,0,538,5,816,1,0,1,4,816,0,816,1,3,5,6,5,2002.0,2,1,432,4,4,2,8,4,120500
1155,3,1,0,3,0,4,0,12,2,2,0,5,7,1965,1988,1,0,12,13,3,4,1,3,3,1,0,454,5,864,1,4,1,4,902,918,1820,1,2,8,6,1,1965.0,2,2,492,4,4,2,8,4,201800
1156,3,1,0,3,0,0,0,24,2,2,0,2,5,1976,2004,1,0,9,10,2,2,1,2,3,1,0,1157,5,1437,1,4,1,4,1437,0,1437,2,2,6,6,1,1976.0,1,2,528,4,4,2,8,4,218000
1157,3,1,3,3,0,4,0,12,2,2,0,7,5,1965,1999,1,0,3,3,3,2,2,3,3,1,0,633,5,1219,1,2,1,4,1265,0,1265,2,2,6,6,1,1965.0,1,2,502,4,4,2,8,4,179900
1158,3,1,0,3,0,4,0,16,2,2,3,2,7,2007,2008,1,0,12,13,2,4,2,2,3,3,2,904,5,1314,1,0,1,4,1314,0,1314,2,2,6,6,1,2008.0,1,2,626,4,4,2,8,4,230000
1159,3,1,3,3,0,2,0,21,1,2,0,2,8,2007,2008,1,0,12,13,2,4,2,2,3,3,5,0,5,1580,1,0,1,4,1580,0,1580,2,2,7,6,1,2008.0,1,3,830,4,4,2,3,5,235128
1160,3,1,3,3,0,4,0,14,2,2,0,5,6,1974,1974,3,0,6,6,2,4,1,3,3,3,0,442,5,901,1,4,1,4,943,933,1876,2,2,8,6,1,1974.0,1,2,540,2,4,2,8,4,185000
1161,3,1,3,3,0,4,0,13,2,2,3,5,6,1978,1978,1,0,9,2,3,4,1,2,3,3,0,311,5,855,1,1,1,4,855,601,1456,2,3,7,6,1,1978.0,2,2,440,4,4,2,8,4,146000
1162,3,1,0,2,0,1,0,6,4,2,0,2,6,1954,2006,3,0,6,6,2,4,1,3,3,3,1,728,5,1296,1,0,1,4,1640,0,1640,1,2,7,6,5,1993.0,2,2,924,4,4,2,8,4,224000
1163,3,1,3,3,0,4,0,19,2,2,0,2,5,1968,1968,1,0,12,13,3,4,1,2,3,3,1,492,5,894,1,2,1,4,894,0,894,1,3,5,6,1,1968.0,0,2,450,4,4,2,8,4,129000
1164,3,1,3,3,0,4,0,19,1,2,2,6,4,1969,1969,1,0,9,10,3,4,1,2,3,0,2,1198,5,1198,1,4,1,4,1258,0,1258,0,3,6,6,4,1969.0,2,2,400,1,4,2,8,2,108959
1165,3,1,0,3,0,2,0,24,1,2,0,7,5,1978,1978,1,0,9,10,3,4,2,2,3,1,0,680,4,1360,1,0,1,4,1432,0,1432,1,2,5,6,1,1978.0,2,2,588,4,4,2,8,4,194000
1166,3,1,0,3,0,4,0,16,2,2,0,2,7,2009,2009,1,0,12,13,2,4,2,2,3,3,5,0,5,1502,1,0,1,4,1502,0,1502,2,2,7,6,1,2009.0,1,2,644,4,4,2,6,5,233170
1167,3,1,0,3,0,0,0,5,2,2,0,2,8,2008,2008,1,0,12,13,2,4,2,2,3,0,5,0,5,1694,1,0,1,4,1694,0,1694,2,2,7,6,1,2008.0,1,3,776,4,4,2,8,4,245350
1168,3,1,0,3,0,4,0,8,6,2,0,5,6,2000,2000,1,0,12,13,3,4,2,2,3,3,2,786,5,959,1,0,1,4,959,712,1671,2,3,7,6,1,2000.0,0,2,472,4,4,2,8,4,173000
1169,3,1,3,3,0,0,0,7,2,2,0,5,6,1935,1986,3,0,11,12,3,4,1,3,3,3,4,626,5,1127,1,0,1,4,1236,872,2108,2,2,7,6,2,1935.0,2,2,540,4,4,2,8,4,235000
1171,3,1,3,3,0,4,0,11,2,2,0,7,6,1977,1977,1,0,9,10,3,4,1,3,3,0,0,522,5,1096,1,4,1,4,1118,0,1118,1,3,6,6,1,1977.0,0,1,358,4,4,2,8,4,171000
1172,3,1,3,3,0,4,0,12,2,2,0,2,6,1958,1958,3,0,8,8,3,4,1,3,3,3,0,662,5,1261,1,0,1,4,1261,0,1261,1,3,6,6,1,1958.0,1,2,433,4,4,2,8,4,163000
1173,1,1,0,3,0,4,0,21,2,2,4,5,7,2006,2007,1,0,8,8,2,4,2,2,3,3,5,0,5,625,1,0,1,4,625,625,1250,2,2,5,6,5,2006.0,0,2,625,4,4,2,8,4,171900
1175,3,1,0,3,0,4,0,6,2,2,0,5,6,1932,1950,1,0,13,14,3,4,0,2,3,3,4,503,5,952,1,4,1,4,1170,1175,2345,2,3,9,6,5,1932.0,2,2,360,4,4,2,8,4,239000
1176,3,1,3,3,0,4,0,15,2,2,0,0,8,1992,2000,3,0,6,6,2,4,2,2,3,3,2,700,5,1683,1,0,1,4,2129,743,2872,2,2,9,6,1,1992.0,0,2,541,4,4,2,8,4,285000
1177,3,1,0,3,0,1,0,11,2,2,0,2,5,1984,1985,1,0,6,10,3,4,1,3,3,3,0,658,5,876,1,4,1,4,923,0,923,1,3,5,6,1,1984.0,2,1,264,4,4,2,8,4,119500
1178,4,1,3,0,0,4,0,17,0,2,0,0,6,1926,2004,1,0,8,8,3,4,1,3,3,3,4,468,5,818,1,4,1,4,818,406,1224,1,3,5,6,5,1926.0,2,1,210,4,4,0,8,4,115000
1179,3,1,0,3,0,2,0,6,2,2,0,0,5,1921,1950,1,0,13,14,3,4,0,3,3,3,5,0,5,731,1,0,1,4,820,523,1343,1,3,7,6,5,1921.0,2,1,186,1,4,2,8,4,154900
1180,3,1,3,3,0,0,0,7,2,2,0,2,5,1954,1954,1,0,13,14,3,4,3,3,3,3,5,0,5,0,1,2,1,4,1124,0,1124,1,3,5,3,1,1978.5061638868744,2,0,0,4,4,0,8,4,93000
1181,3,1,1,3,0,0,0,23,2,2,0,5,7,1990,1991,1,0,8,8,3,4,5,2,3,3,3,1216,5,1216,1,0,1,4,1298,1216,2514,2,3,8,6,1,1990.0,0,2,693,4,4,2,8,4,250000
1182,4,1,0,1,0,4,1,6,2,2,4,2,8,2008,2008,3,0,5,5,0,4,2,0,3,1,2,1480,5,1600,1,0,1,4,1652,0,1652,2,2,5,6,1,2008.0,0,2,482,4,4,2,6,5,392500
1184,3,1,3,3,0,4,0,17,2,2,0,2,5,1920,1950,3,0,11,12,3,4,0,3,3,3,4,821,5,1120,1,0,1,4,1130,0,1130,1,3,5,6,5,1970.0,2,2,720,4,4,2,8,4,120000
1185,3,0,3,3,0,4,1,23,2,2,0,2,5,1963,1963,3,0,8,8,3,4,1,3,3,1,4,1159,5,1572,1,2,1,4,1572,0,1572,1,3,5,6,0,1963.0,1,3,995,4,4,2,8,4,186700
1186,3,1,3,3,0,4,0,7,2,2,0,0,5,1924,1950,1,0,0,0,3,2,0,3,3,3,1,392,5,784,1,2,1,4,949,272,1221,1,3,7,6,1,1965.0,2,1,392,4,4,2,8,4,104900
1187,3,1,0,0,0,0,1,17,0,0,1,5,3,1900,1970,1,0,6,6,3,4,1,1,3,2,1,440,5,978,1,4,1,4,1014,685,1699,2,3,7,6,4,1920.0,2,2,420,1,1,2,8,0,95000
1188,3,1,3,3,0,0,0,15,2,2,0,2,8,1994,1995,1,0,7,7,2,4,2,2,3,3,2,1456,5,1624,1,0,1,4,1624,0,1624,2,2,5,6,1,1994.0,1,3,757,4,4,2,8,4,262000
1189,3,1,0,3,0,4,0,5,2,2,0,5,7,2002,2002,1,0,12,13,2,4,2,2,3,3,5,0,5,831,1,0,1,4,831,829,1660,2,2,7,6,1,2002.0,1,2,493,4,4,2,8,4,195000
1190,3,1,3,3,0,4,0,8,2,2,0,5,7,1999,1999,1,0,12,13,3,4,2,3,3,3,5,0,5,994,1,2,1,4,1028,776,1804,2,2,7,6,1,1999.0,0,2,442,4,4,2,8,4,189000
1192,1,1,3,3,0,4,0,21,2,2,3,5,8,1999,2000,1,0,8,8,2,4,2,2,3,3,5,0,5,776,1,0,1,4,764,677,1441,2,2,5,6,5,1999.0,2,2,492,4,4,2,8,4,174000
1193,4,1,3,3,0,4,0,17,2,2,0,0,5,1925,1994,2,0,12,13,3,4,2,3,3,2,5,0,5,702,1,2,1,4,842,630,1472,1,2,6,6,5,1925.0,2,1,250,4,1,1,8,4,125000
1194,4,1,3,3,0,2,0,11,2,2,4,2,6,1999,1999,3,0,12,13,3,4,2,0,3,3,2,883,5,1224,1,0,1,4,1224,0,1224,2,3,5,6,1,1999.0,0,2,402,4,4,2,8,4,165000
1195,3,1,3,3,0,0,0,19,2,2,0,5,6,1969,1969,1,0,6,6,3,4,1,3,3,3,0,371,5,663,1,4,1,4,663,689,1352,1,3,7,6,1,1969.0,0,1,299,4,4,2,8,4,158000
1196,3,1,0,3,0,4,0,8,2,2,0,5,6,2005,2005,1,0,12,13,3,4,2,2,3,3,5,0,5,728,1,0,1,4,728,728,1456,2,2,8,6,1,2005.0,0,2,400,4,4,2,8,4,176000
1197,3,1,0,3,0,4,0,8,2,2,0,5,7,2006,2006,1,0,12,13,2,4,2,2,3,0,5,0,5,879,1,0,1,4,879,984,1863,2,2,9,6,3,2006.0,0,3,660,4,4,2,6,5,219210
1198,4,1,0,0,0,0,0,17,2,2,0,4,7,1916,1950,1,0,8,8,3,4,0,3,3,3,5,0,5,815,1,0,1,4,815,875,1690,1,3,7,6,5,1916.0,2,1,225,4,4,2,5,4,144000
1199,3,1,3,3,0,4,0,5,2,2,0,2,7,2001,2001,1,0,12,13,2,4,2,2,3,3,5,0,5,1212,1,0,1,4,1212,0,1212,2,2,6,6,1,2001.0,1,2,573,4,4,2,8,4,178000
1200,3,1,3,3,0,4,0,19,2,2,0,2,4,1963,1979,1,0,6,6,3,4,1,3,3,3,4,547,5,1051,1,2,1,4,1382,0,1382,1,3,6,6,1,1974.0,2,2,459,4,4,2,8,4,148000
1201,3,1,3,3,0,4,0,12,2,2,0,2,4,1970,1970,1,0,8,8,3,4,1,3,3,3,5,0,5,864,1,2,1,4,864,0,864,1,3,5,6,1,1972.0,2,1,280,4,4,2,7,0,116050
1202,3,1,3,3,0,0,0,5,2,2,0,5,7,1998,1998,1,0,12,13,3,4,2,2,3,0,5,0,5,866,1,0,1,4,866,913,1779,2,2,6,6,1,1998.0,1,2,546,4,4,2,8,4,197900
1203,4,1,3,3,0,0,0,3,2,2,0,0,5,1925,1997,1,0,13,14,3,4,0,3,3,3,5,0,5,884,1,0,1,4,884,464,1348,1,3,5,6,5,1960.0,2,1,216,4,4,0,8,4,117000
1204,3,1,3,3,0,4,0,5,2,2,0,2,7,2000,2001,1,0,12,13,2,4,2,2,3,3,5,0,5,1630,1,0,1,4,1630,0,1630,2,2,6,6,1,2000.0,2,2,451,4,4,2,8,4,213000
1205,3,1,3,3,0,4,0,14,2,2,0,2,5,1975,1975,1,0,6,6,3,4,1,2,3,3,0,788,5,1056,1,0,1,4,1074,0,1074,1,3,6,6,1,1975.0,1,2,495,4,4,2,8,4,153500
1206,3,1,0,3,0,1,0,20,2,2,0,2,7,1990,1991,3,0,6,6,2,4,1,2,3,2,0,485,1,2158,1,2,1,4,2196,0,2196,2,2,7,6,1,1990.0,1,3,701,4,4,2,8,4,271900
1207,2,1,3,3,0,4,0,20,2,2,0,2,4,1966,1966,1,0,6,6,3,4,1,3,3,3,4,1056,5,1056,1,4,1,4,1056,0,1056,1,3,5,6,5,1966.0,2,1,384,4,4,2,8,4,107000
1208,3,1,3,3,0,4,0,5,2,2,0,2,6,2003,2003,1,0,12,13,2,4,2,2,3,0,2,340,5,1682,1,0,1,4,1700,0,1700,2,2,7,6,1,2003.0,1,2,544,4,4,2,8,4,200000
1209,3,1,3,3,0,4,0,12,2,2,0,2,5,1962,1980,1,0,8,8,3,2,1,3,3,3,4,504,1,931,1,4,1,4,1283,0,1283,1,3,6,6,5,1980.0,2,2,506,4,4,2,8,4,140000
1210,3,1,0,3,0,1,0,21,8,2,0,2,8,2006,2006,3,0,12,13,2,4,2,0,3,2,2,1220,5,1660,1,0,1,4,1660,0,1660,2,2,8,6,1,2006.0,1,2,500,4,4,2,6,5,290000
1211,3,1,3,3,0,4,0,20,2,2,0,5,6,1992,1992,1,0,13,14,2,4,2,2,3,3,5,0,5,1055,1,0,1,4,1055,790,1845,2,2,8,6,1,1992.0,1,2,462,4,4,2,8,4,189000
1213,3,1,3,3,0,4,0,7,2,2,0,2,4,1941,1950,3,0,8,8,3,4,1,3,3,3,4,344,5,672,1,4,1,4,672,0,672,1,3,4,6,1,1941.0,2,1,234,4,4,0,8,4,113000
1214,3,1,0,3,0,1,0,19,2,2,0,7,4,1965,2001,1,0,12,13,3,2,1,3,1,0,2,648,5,648,1,0,1,4,960,0,960,0,3,3,6,1,1965.0,2,1,364,4,4,2,8,4,145000
1215,3,1,0,3,0,4,0,12,2,2,0,6,5,1962,1962,1,0,8,8,3,4,1,3,3,0,1,784,5,925,1,4,1,4,999,0,999,1,3,6,6,1,1962.0,2,1,300,4,4,2,8,4,134500
1216,3,1,0,3,0,4,0,19,2,2,0,2,5,1966,1966,1,0,12,13,3,4,1,3,3,3,4,180,3,894,1,4,1,4,894,0,894,1,3,5,6,5,1966.0,1,1,384,4,4,2,8,4,125000
1217,4,1,3,3,0,4,0,19,5,2,2,0,6,1978,1978,1,0,12,13,3,4,3,3,3,3,5,0,5,0,1,4,1,4,1318,584,1902,2,3,8,6,1,1978.0,2,2,539,4,4,2,8,4,112000
1218,1,1,3,3,0,4,0,21,2,2,0,2,8,2009,2009,1,0,5,5,2,4,2,2,3,2,2,936,5,1300,1,0,1,4,1314,0,1314,2,2,6,6,1,2009.0,1,2,552,4,4,2,6,5,229456
1219,4,1,3,3,0,4,0,3,2,2,0,0,4,1947,1950,1,0,0,0,3,4,3,3,3,3,5,0,5,0,1,2,0,4,672,240,912,1,3,3,6,1,1978.5061638868744,2,0,0,4,4,0,8,4,80500
1220,4,1,3,3,0,4,0,2,2,2,3,5,6,1971,1971,1,0,5,5,3,4,1,3,3,3,5,0,5,672,1,4,1,4,672,546,1218,1,3,7,6,1,1978.5061638868744,2,0,0,4,4,0,8,0,91500
1221,3,1,0,3,0,4,0,12,2,2,0,2,5,1964,1964,1,0,13,14,3,4,1,3,3,3,4,312,3,912,1,4,1,4,912,0,912,1,3,5,6,1,1964.0,2,1,288,4,4,2,8,0,115000
1222,3,1,3,3,0,4,0,19,1,2,0,2,5,1968,1968,3,0,6,6,3,4,1,3,3,3,1,250,3,952,1,0,1,4,1211,0,1211,1,3,5,6,1,1968.0,2,1,322,4,4,2,8,4,134000
1223,3,1,3,3,0,4,0,12,0,2,0,0,6,1949,1950,1,0,13,14,3,4,1,3,3,2,4,196,5,1040,1,0,1,4,1168,678,1846,2,3,7,6,1,1949.0,2,1,315,4,4,2,8,4,143000
1224,3,1,3,3,0,4,0,12,2,2,0,2,5,1951,1951,3,0,13,14,3,4,1,3,0,3,3,756,5,2136,1,4,0,0,2136,0,2136,2,3,7,4,5,1951.0,2,2,528,4,4,2,8,4,137900
1225,3,1,0,3,0,4,0,8,6,2,0,5,7,2004,2005,1,0,12,13,2,4,2,2,3,0,2,724,5,788,1,0,1,4,788,702,1490,2,2,8,6,1,2004.0,0,2,388,4,4,2,8,4,184000
1226,3,1,3,3,0,4,0,12,2,2,0,7,6,1958,1958,3,0,12,13,3,2,1,3,3,0,2,507,5,588,1,0,1,4,1138,0,1138,1,3,6,6,1,1958.0,1,1,264,4,4,2,8,4,145000
1227,3,1,0,3,0,1,0,21,1,2,0,5,6,2007,2007,1,0,12,13,2,4,2,2,3,2,5,0,5,894,1,0,1,4,894,1039,1933,2,2,9,6,3,2007.0,0,3,668,4,4,2,8,4,214000
1228,3,1,3,3,0,0,0,12,2,2,0,2,5,1965,2008,1,0,12,13,3,4,1,3,3,3,0,595,5,912,1,0,1,4,912,0,912,1,2,5,6,5,1992.0,2,2,576,4,4,2,8,4,147000
1229,3,1,3,3,0,0,0,16,2,2,4,2,9,2008,2008,3,0,8,8,0,4,2,0,3,3,2,1540,5,1702,1,0,1,4,1702,0,1702,1,0,7,6,1,2008.0,0,3,1052,4,4,2,6,5,367294
1230,3,1,3,3,0,4,0,12,2,2,0,7,5,1960,1960,3,0,3,6,3,4,1,3,3,3,0,666,5,1075,1,2,1,4,1507,0,1507,2,3,7,0,2,1960.0,2,1,404,4,4,2,8,4,127000
1231,3,1,0,3,0,4,0,19,1,4,2,0,5,1977,1977,5,0,9,10,3,4,1,2,3,3,2,498,4,1361,1,0,1,4,1361,1259,2620,2,3,12,6,3,1977.0,1,2,600,4,4,0,8,4,190000
1232,3,1,3,3,0,4,0,12,2,2,2,7,5,1962,1962,3,0,13,14,3,4,1,3,3,0,0,803,5,1106,1,4,1,4,1190,0,1190,1,3,6,6,1,1962.0,2,2,540,4,4,2,8,4,132500
1233,3,1,3,3,0,2,0,12,2,2,2,2,4,1962,1962,1,0,6,6,3,4,3,3,3,3,5,0,5,0,1,4,1,4,1224,0,1224,2,3,6,6,4,1962.0,2,2,462,4,4,2,8,4,101800
1234,3,1,0,3,0,4,0,12,2,2,0,2,5,1959,1959,3,0,9,10,3,4,1,3,3,3,4,1000,5,1188,1,1,1,4,1188,0,1188,1,3,6,6,1,1959.0,1,2,531,4,4,2,0,0,142000
1235,2,1,3,0,0,4,0,18,2,2,0,5,5,1911,1950,1,0,8,8,3,4,2,3,3,0,5,0,5,940,1,4,0,0,1024,940,1964,1,3,7,6,1,1978.5061638868744,2,0,0,4,4,0,8,0,130000
1236,3,1,3,3,0,4,0,6,2,2,0,5,5,1914,1950,1,0,13,14,3,4,0,2,3,2,5,0,5,747,1,2,1,1,892,892,1784,1,3,9,6,5,1914.0,2,1,180,1,1,0,8,4,138887
1237,3,1,3,3,0,4,0,16,2,2,3,5,7,2003,2003,1,0,12,15,2,4,2,2,3,3,5,0,5,764,1,0,1,4,764,862,1626,2,2,6,6,3,2003.0,1,2,474,4,4,2,8,4,175500
1238,3,1,1,3,0,2,0,5,2,2,0,5,7,2004,2005,1,0,12,13,2,4,2,2,3,3,5,0,5,847,1,0,1,4,847,1101,1948,2,2,8,6,3,2004.0,0,2,434,4,4,2,8,4,195000
1239,3,1,3,3,0,4,0,20,5,2,0,2,6,2005,2005,1,0,12,13,2,4,2,2,3,3,5,0,5,1141,1,0,1,4,1141,0,1141,1,3,6,6,5,2005.0,2,2,484,4,4,2,8,0,142500
